搜狐网	不是杰出者才做梦，而是善梦者才杰出——沉痛哀悼钟扬教授_搜狐科技_搜狐网	http://www.sohu.com/a/194501327_732304
搜狐网	沉痛告别钟扬教授_搜狐教育_搜狐网	http://www.sohu.com/a/195470692_407278
新华网	复旦党委委员、著名植物学家钟扬逝世-新华网	http://news.xinhuanet.com/politics/2017-09/25/c_1121722298.htm
NDTD	复旦钟扬教授生命回放：一粒种子造福万千苍生	http://baijiahao.baidu.com/s?id=1579581859911679784&wfr=spider&for=pc
广州日报	广州日报-他留给未来4000万颗种子	http://gzdaily.dayoo.com/h5/html5/2017-09/28/content_8_1.htm
华中农业大学	华中农业大学-水产学院	http://cf.hzau.edu.cn/xsky/hdbd/201612/t20161203_96229.htm
NDTD	复旦教授钟扬解密人类DNA：男人秃头别怪老爹，得怪外公	http://baijiahao.baidu.com/s?id=1569008447163254&wfr=spider&for=pc
NDTD		http://ecology.fudan.edu.cn/t/5/5/zy/index.aspx
中新网	援藏教师钟扬：追寻生命高度 播种科学未来(图)-中新网	http://www.chinanews.com/gn/2015/12-29/7693681.shtml
网易新闻	钟扬生前谈援藏：不仅是奉献，更多是学习与收获_网易新闻	http://news.163.com/17/0925/18/CV6UQUE4000187VE.html
西藏_新浪新闻	复旦教授钟扬遗体告别仪式在宁夏举行|钟扬|复旦大学|西藏_新浪新闻	http://news.sina.com.cn/c/nd/2017-09-29/doc-ifymkwwk7050739.shtml
长沙新闻门户	邵宁：让钟扬这样的科学家成为青少年的偶像 星辰在线 长沙新闻网 长沙新闻门户	http://news.changsha.cn/html/230/20170927/2256471.html
人民网	复旦钟扬教授生命回放：一粒种子造福万千苍生--社会--人民网	http://society.people.com.cn/n1/2017/0926/c1008-29560089.html
西藏_新浪新闻	钟扬生前谈援藏：不仅是奉献，更多是学习与收获|西藏大学|基金|西藏_新浪新闻	http://news.sina.com.cn/o/2017-09-28/doc-ifymenmt6846308.shtml
殡仪馆_新浪新闻	复旦发布钟扬讣告:将在银川殡仪馆举行遗体告别|复旦大学|讣告|殡仪馆_新浪新闻	http://news.sina.com.cn/c/nd/2017-09-28/doc-ifymfcih7266927.shtml
上观	复旦官网黑白悼念，追记钟扬教授两三事：藏波罗花在高山砾石间绽放……--上观	http://web.shobserver.com/news/detail?id=66272
四川广播电视台	植物学家钟扬逝世 援藏16年收集四千万颗种子 - 四川网络广播电视台 - 四川广播电视台	http://www.sctv.com/wczq/dt/201709/t20170926_3606578.shtml
百度百科	钟扬（复旦大学生命科学学院教授）_百度百科	https://baike.baidu.com/item/%E9%92%9F%E6%89%AC/3422173?fr=aladdin
 Editorial Board	BMC Bioinformatics | Editorial Board	https://bmcbioinformatics.biomedcentral.com/about/editorial-board
百度贴吧	【藏大新闻】以敬业友善之心追逐“教育行者”梦想 —钟扬教授【西藏大学吧】_百度贴吧	http://tieba.baidu.com/p/2982765309
种子_新浪科技_新浪网	植物学家钟扬车祸逝世 给未来留下四千万颗种子|西藏|植物学家|种子_新浪科技_新浪网	http://tech.sina.com.cn/d/a/2017-09-27/doc-ifymeswe0217957.shtml
中国青年网	警方披露复旦钟扬教授车祸细节：两车相撞，正在调查_新闻频道_中国青年网	http://news.youth.cn/sh/201709/t20170926_10781614.htm
NDTD	说好再见的我的朋友……再见，钟扬教授！	http://baijiahao.baidu.com/s?id=1579539133783916481&wfr=spider&for=pc
复旦大学	钟扬：为高原留下科学的种子_复旦人物_复旦大学	http://news.fudan.edu.cn/2014/0904/36771.html
复旦大学	我校钟扬教授获上海市好心人节表彰_综合新闻_复旦大学	http://news.fudan.edu.cn/2016/0920/42275.html
NDTD	钟　扬	http://www.nsfc.gov.cn/publish/portal0/tab348/info43522.htm
科学出版社的博文	科学网—原创的，就是世界的——钟扬教授专访 - 科学出版社的博文	http://blog.sciencenet.cn/blog-528739-862070.html
NDTD	钟扬教授与我校学子畅谈求学和学术之路	http://zs.njust.edu.cn/0b/bd/c4621a134077/page.htm
搜狐网	复旦研究生院院长钟扬：青年成才的三个重要品质_搜狐教育_搜狐网	http://www.sohu.com/a/193200203_372526
NDTD	悼念钟扬教授！为什么他的课我终身不忘？	http://baijiahao.baidu.com/s?id=1579706030783540384&wfr=spider&for=pc
凤凰资讯	警方披露复旦钟扬教授车祸细节：两车相撞，正在调查_凤凰资讯	http://news.ifeng.com/a/20170925/52158705_0.shtml
央视网(cctv.com)	钟扬_大型活动_央视网(cctv.com)	http://zmjs.cntv.cn/jszb/shanghai/zhongyang/index.shtml
点赞网	钟扬 - 点赞网	http://www.dianzan.it/activity/5276.act
NDTD	钟扬——生物学专家	http://www.zgkjcx.com/Article/ShowArticle.asp?ArticleID=8160
网易新闻	植物学家钟扬遗体告别仪式在宁夏举行，复旦师生折千纸鹤悼念_网易新闻	http://news.163.com/17/0929/20/CVHD5KK700018AOR.html
中国园林网	植物学家、复旦研究生院院长钟扬教授遇车祸离世- 园林资讯 - 中国园林网	http://news.yuanlin.com/detail/2017926/259399.htm
腾讯视频	播种未来_钟扬教授_ 复旦大学哲学课堂／哲学时代_腾讯视频	https://v.qq.com/x/page/u0353v8mgts.html
网易新闻	在“世界屋脊”寻觅生命高度——追记植物学家钟扬_网易新闻	http://news.163.com/17/0929/22/CVHJUN8K00018AOQ.html
微信网文	追忆著名植物学家、复旦大学教授钟扬——那个为人类寻觅种子的人，那个为未来保存希望的人	http://mp.weixin.qq.com/s/SL-yAf8Qu_fVVJkZ3mZ1OA
网易新闻	在“世界屋脊”寻觅生命高度——追记植物学家钟扬_网易新闻	http://news.163.com/17/0929/22/CVHJUN8K00018AOQ.html
微信网文	钟伯伯，您永远活在我们心中	http://mp.weixin.qq.com/s/VwapMGNBbbved8fnUWfidQ
微信网文	追忆著名植物学家、复旦大学教授钟扬——那个为人类寻觅种子的人，那个为未来保存希望的人	http://mp.weixin.qq.com/s/SL-yAf8Qu_fVVJkZ3mZ1OA
微信网文	悼钟扬教授	http://mp.weixin.qq.com/s/fAQ93qPwT2CQ4SK_F_ucVQ
搜狐网	不是杰出者才做梦，而是善梦者才杰出——沉痛哀悼钟扬教授_搜狐科技_搜狐网	http://www.sohu.com/a/194501327_732304
他应该是科研大师中最会讲段子的科普达人了	送别钟扬（二）|他应该是科研大师中最会讲段子的科普达人了	http://mp.weixin.qq.com/s/hUXEusynjxJIOfx50RFxhg
情系科大	【情系科大】钟扬同学二三事	http://mp.weixin.qq.com/s/j0hz0gclEPlAvA1xAHot_w
cjn.cn	植物学家钟扬去世 他曾在武汉植物园找到了路和家_首页武汉_新闻中心_长江网_cjn.cn	http://news.cjn.cn/sywh/201709/t3078726.htm?from=timeline
The Paper	植物学家钟扬遗体告别仪式在宁夏举行，复旦师生折千纸鹤悼念_浦江头条_澎湃新闻-The Paper	http://m.thepaper.cn/newsDetail_forward_1811263?from=groupmessage&isappinstalled=0
央视网	《好人在身边》 20170212 播种未来_好人在身边_视频_央视网	http://tv.cntv.cn/video/C31526/1ed89264b1533de1d490706a0a4e5c44
微信网文	今日聚焦：这些科学家的价值，无可估量！与艺人相比，谁更应配专职司机和保镖？值得反思……	http://mp.weixin.qq.com/s/h0RzK05CuS2Ban3JGgEnBg
微信网文	纪念恩师钟扬教授	http://mp.weixin.qq.com/s/0iNjiWRnjfLsNLzN40h1tw
央视网(cctv.com)	[东方新闻]上海：收集种子播种未来 各界送别钟扬_新闻频道_央视网(cctv.com)	http://news.cctv.com/2017/09/29/VIDE2IzDrjrWQOzgItd1ohj0170929.shtml
搜狐网	再见，钟扬！红树渐已成林，而你却已远行_搜狐时尚_搜狐网	http://www.sohu.com/a/195725337_486483
微信网文	谢谢你，钟扬教授	http://mp.weixin.qq.com/s/q4nIaB7p3y_1jrzLkOVOYw
微信网文	谢谢你，钟扬教授	http://mp.weixin.qq.com/s/q4nIaB7p3y_1jrzLkOVOYw
蔡小宁的博文	科学网—也忆钟扬教授 - 蔡小宁的博文	http://blog.sciencenet.cn/home.php?mod=space&uid=789923&do=blog&id=1077759
益路童行	【益路童行】追思钟扬教授	http://mp.weixin.qq.com/s/ukk8ag_Muj0kaM8B5gX9PA
长沙新闻门户	邵宁：让钟扬这样的科学家成为青少年的偶像 星辰在线 长沙新闻网 长沙新闻门户	http://news.changsha.cn/html/230/20170927/2256471.html
重读钟扬自述“高考之路”：我是这样15岁考上了大学_教育家_澎湃新闻	重读钟扬自述“高考之路”：我是这样15岁考上了大学_教育家_澎湃新闻-The Paper	http://www.thepaper.cn/newsDetail_forward_1806029
网易新闻	植物学家钟扬遗体告别仪式在宁夏举行，复旦师生折千纸鹤悼念_网易新闻	http://news.163.com/17/0929/20/CVHD5KK700018AOR.html
凤凰资讯	植物学家、复旦研究生院院长钟扬教授遇车祸离世_凤凰资讯	http://news.ifeng.com/a/20170925/52154462_0.shtml
网易新闻	植物学家钟扬遗体告别仪式在宁夏举行，复旦师生折千纸鹤悼念_网易新闻	http://news.163.com/17/0929/20/CVHD5KK700018AOR.html
科学出版社的博文	科学网—原创的，就是世界的——钟扬教授专访 - 科学出版社的博文	http://blog.sciencenet.cn/blog-528739-862070.html?from=groupmessage
蔡宁的博文	科学网—哭钟扬师！ - 蔡宁的博文	http://blog.sciencenet.cn/home.php?mod=space&uid=1213429&do=blog&id=1077712&from=groupmessage
他给未来留下四千万颗种子—新闻—科学网	一位植物学家走了 他给未来留下四千万颗种子—新闻—科学网	http://news.sciencenet.cn/htmlnews/2017/9/389710.shtm
中国经济网——国家经济门户	为人类寻觅种子的人走了 追思之外更要以安全为重(图) _中国经济网——国家经济门户	http://views.ce.cn/view/ent/201709/28/t20170928_26376349.shtml
NDTD	那个为人类未来收集种子的人走了	http://www.stcsm.gov.cn/xwpt/kjdt/350921.htm
人民网	植物学家钟扬逝世 援藏16年收集四千万颗种子--人民网环保频道--人民网	http://env.people.com.cn/n1/2017/0926/c1010-29559114.html
NDTD	植物學家鐘揚生前所種紅樹林：已衍三代	http://hk.crntt.com/doc/1048/3/6/2/104836211.html?coluid=209&kindid=9572&docid=104836211
人民网	复旦钟扬教授生命回放：一粒种子造福万千苍生--社会--人民网	http://society.people.com.cn/n1/2017/0926/c1008-29560089.html
中华网	警方披露复旦钟扬教授车祸细节：两车相撞，正在调查_中华网	http://3g.china.com/act/news/10000169/20170926/31514078.html
NDTD	一位植物学家走了,他给未来留下4000万颗种子————勤廉楷模——中央纪委监察部网站	http://www.ccdi.gov.cn/xcjy/qlkm/201709/t20170929_108186.html?from=groupmessage&isappinstalled=0
NDTD	一位植物学家走了,他给未来留下4000万颗种子————勤廉楷模——中央纪委监察部网站	http://www.ccdi.gov.cn/xcjy/qlkm/201709/t20170929_108186.html?from=singlemessage&isappinstalled=0
凤凰资讯	植物学家、复旦研究生院院长钟扬教授遇车祸离世_凤凰资讯	http://news.ifeng.com/a/20170925/52154462_0.shtml
手机新民网	再见，钟扬！谢谢你为上海种下唯一的红树林，谢谢你为我们带来美妙的科学！ - 手机新民网	http://m.xinmin.cn/mobile/news/content/31306053/2072aee508e8208a4a4bbf94e5dc9120
新华网西藏频道	植物学家钟扬逝世 援藏16年收集四千万颗种子-新华网西藏频道	http://tibet.news.cn/ywjj/2017-09/26/c_136638908.htm?from=timeline
新华网西藏频道	植物学家钟扬逝世 援藏16年收集四千万颗种子-新华网西藏频道	http://tibet.news.cn/ywjj/2017-09/26/c_136638908.htm
为建种子库屡上高原	复旦教授遇车祸离世 为建种子库屡上高原	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712288
中国经济网——国家经济门户	复旦研究生院院长钟扬遭遇车祸不幸离世 年仅53岁_中国经济网——国家经济门户	http://www.ce.cn/xwzx/gnsz/gdxw/201709/25/t20170925_26291977.shtml
为建种子库屡上高原	复旦教授遇车祸离世 为建种子库屡上高原	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712288
中国经济网——国家经济门户	复旦研究生院院长钟扬遭遇车祸不幸离世 年仅53岁_中国经济网——国家经济门户	http://www.ce.cn/xwzx/gnsz/gdxw/201709/25/t20170925_26291977.shtml
NDTD	那个为人类未来收集种子的人走了,复旦钟扬教授生命回放	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712988
年仅53岁	惋惜!复旦研究生院院长钟扬遇车祸不幸离世 年仅53岁	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712013
微博HTML5版	微博正文 - 微博HTML5版	https://m.weibo.cn/status/FnuQp4s0j
年仅53岁	惋惜!复旦研究生院院长钟扬遇车祸不幸离世 年仅53岁	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712013
NDTD	那个为人类未来收集种子的人走了,复旦钟扬教授生命回放	http://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=712988
中国网客户端	复旦教授钟扬遗体告别仪式在宁夏举行_中国网客户端	http://t.m.china.com.cn/convert/c_0jTzev.html
复旦大学研究生院院长钟扬遭遇车祸 不幸离世	复旦大学研究生院院长钟扬遭遇车祸 不幸离世 - 国内 - 新京报网	http://www.bjnews.com.cn/news/2017/09/25/459192.html
